# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	55364	56765	+			ANQ05859.1	Uncharacterized protein			PCOAH_00000120	1176		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	55364	56765	+	ANQ05859.1			Uncharacterized protein			PCOAH_00000120	1176	391	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	59734	60765	+							PCOAH_00000130	1032		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	59734	60765	+			ANQ05835.1	Uncharacterized protein			PCOAH_00000130	1032		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	59734	60765	+	ANQ05835.1			Uncharacterized protein			PCOAH_00000130	1032	343	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	70544	70888	+							PCOAH_00000140	345		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	70544	70888	+			ANQ05806.1	Uncharacterized protein			PCOAH_00000140	345		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	70544	70888	+	ANQ05806.1			Uncharacterized protein			PCOAH_00000140	345	114	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	74180	74678	-							PCOAH_00000150	499		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	74180	74678	-			ANQ05778.1	Uncharacterized protein			PCOAH_00000150	312		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	74180	74678	-	ANQ05778.1			Uncharacterized protein			PCOAH_00000150	312	103	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	83599	85764	+							PCOAH_00000160	2166		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	83599	85764	+			ANQ05753.1	Chitinase			PCOAH_00000160	1956		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	83599	85764	+	ANQ05753.1			Chitinase			PCOAH_00000160	1956	651	
gene	tRNA	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	86794	86866	-					Ala_AGC		PCOAH_00000170	73		partial
tRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	86794	86866	-				tRNA-Ala	Ala_AGC		PCOAH_00000170	73		partial
gene	tRNA	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	87431	87514	+					Tyr_GTA		PCOAH_00000180	84		partial
tRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	87431	87514	+				tRNA-Tyr	Tyr_GTA		PCOAH_00000180	73		partial
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	89012	89889	-							PCOAH_00000190	878		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	89012	89889	-			ANQ05712.1	Uncharacterized protein			PCOAH_00000190	324		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	89012	89889	-	ANQ05712.1			Uncharacterized protein			PCOAH_00000190	324	107	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	91489	96780	+							PCOAH_00000200	5292		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	91489	96780	+			ANQ05851.1	Uncharacterized protein			PCOAH_00000200	5292		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	91489	96780	+	ANQ05851.1			Uncharacterized protein			PCOAH_00000200	5292	1763	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	97512	98048	+							PCOAH_00000210	537		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	97512	98048	+			ANQ05714.1	Uncharacterized protein			PCOAH_00000210	537		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	97512	98048	+	ANQ05714.1			Uncharacterized protein			PCOAH_00000210	537	178	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	99033	102866	-							PCOAH_00000220	3834		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	99033	102866	-			ANQ05795.1	Uncharacterized protein			PCOAH_00000220	3834		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	99033	102866	-	ANQ05795.1			Uncharacterized protein			PCOAH_00000220	3834	1277	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	104531	104965	+							PCOAH_00000230	435		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	104531	104965	+			ANQ05828.1	Uncharacterized protein			PCOAH_00000230	435		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	104531	104965	+	ANQ05828.1			Uncharacterized protein			PCOAH_00000230	435	144	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	106045	108155	-							PCOAH_00000240	2111		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	106045	108155	-			ANQ05789.1	Uncharacterized protein			PCOAH_00000240	2013		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	106045	108155	-	ANQ05789.1			Uncharacterized protein			PCOAH_00000240	2013	670	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	112570	119481	+							PCOAH_00000250	6912		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	112570	119481	+			ANQ05820.1	Erythrocyte membrane-associated antigen			PCOAH_00000250	6912		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	112570	119481	+	ANQ05820.1			Erythrocyte membrane-associated antigen			PCOAH_00000250	6912	2303	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	121005	123724	+							PCOAH_00000260	2720		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	121005	123724	+			ANQ05739.1	Uncharacterized protein			PCOAH_00000260	1144		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	121586	123724	+	ANQ05739.1			Uncharacterized protein			PCOAH_00000260	804	267	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	124416	125030	-							PCOAH_00000270	615		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	124416	125030	-			ANQ05764.1	Uncharacterized protein			PCOAH_00000270	615		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	124416	125030	-	ANQ05764.1			Uncharacterized protein			PCOAH_00000270	615	204	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	128295	131065	+							PCOAH_00000280	2771		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	128295	131065	+			ANQ05864.1	Uncharacterized protein			PCOAH_00000280	2640		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	128295	131065	+	ANQ05864.1			Uncharacterized protein			PCOAH_00000280	2640	879	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	131959	143480	-							PCOAH_00000290	11522		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	131959	143480	-			ANQ05891.1	Uncharacterized protein			PCOAH_00000290	11397		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	131959	143480	-	ANQ05891.1			Uncharacterized protein			PCOAH_00000290	11397	3798	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	144826	153597	-							PCOAH_00000300	8772		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	144826	153597	-			ANQ05849.1	Uncharacterized protein			PCOAH_00000300	8772		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	144826	153597	-	ANQ05849.1			Uncharacterized protein			PCOAH_00000300	8772	2923	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	156661	166623	+							PCOAH_00000310	9963		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	156661	166623	+			ANQ05824.1	Uncharacterized protein			PCOAH_00000310	9963		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	156661	166623	+	ANQ05824.1			Uncharacterized protein			PCOAH_00000310	9963	3320	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	167319	170510	-							PCOAH_00000320	3192		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	167319	170510	-			ANQ05903.1	Uncharacterized protein			PCOAH_00000320	3192		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	167319	170510	-	ANQ05903.1			Uncharacterized protein			PCOAH_00000320	3192	1063	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	173491	179079	+							PCOAH_00000330	5589		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	173491	179079	+			ANQ05876.1	Uncharacterized protein			PCOAH_00000330	5589		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	173491	179079	+	ANQ05876.1			Uncharacterized protein			PCOAH_00000330	5589	1862	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	181126	183534	+							PCOAH_00000340	2409		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	181126	183534	+			ANQ05690.1	WD domain G-beta repeat domain containing protein			PCOAH_00000340	2409		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	181126	183534	+	ANQ05690.1			WD domain G-beta repeat domain containing protein			PCOAH_00000340	2409	802	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	185330	186788	+							PCOAH_00000350	1459		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	185330	186788	+			ANQ05882.1	Uncharacterized protein			PCOAH_00000350	1266		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	185330	186788	+	ANQ05882.1			Uncharacterized protein			PCOAH_00000350	1266	421	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	188768	190727	-							PCOAH_00000360	1960		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	188768	190727	-			ANQ05792.1	Uncharacterized protein			PCOAH_00000360	1737		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	188768	190727	-	ANQ05792.1			Uncharacterized protein			PCOAH_00000360	1737	578	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	193874	194338	+							PCOAH_00000370	465		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	193874	194338	+			ANQ05715.1	Cytochrome c			PCOAH_00000370	465		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	193874	194338	+	ANQ05715.1			Cytochrome c			PCOAH_00000370	465	154	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	204880	208575	-							PCOAH_00000380	3696		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	204880	208575	-			ANQ05801.1	Calcium-dependent protein kinase 3			PCOAH_00000380	3696		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	204880	208575	-	ANQ05801.1			Calcium-dependent protein kinase 3			PCOAH_00000380	3696	1231	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	210564	223156	-							PCOAH_00000390	12593		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	210564	223156	-			ANQ05773.1	Uncharacterized protein			PCOAH_00000390	11259		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	210564	223156	-	ANQ05773.1			Uncharacterized protein			PCOAH_00000390	11259	3752	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	227019	230663	+							PCOAH_00000400	3645		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	227019	230663	+			ANQ05776.1	Uncharacterized protein			PCOAH_00000400	3645		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	227019	230663	+	ANQ05776.1			Uncharacterized protein			PCOAH_00000400	3645	1214	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	231138	234981	-							PCOAH_00000410	3844		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	231138	234981	-			ANQ05804.1	Uncharacterized protein			PCOAH_00000410	3795		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	231138	234981	-	ANQ05804.1			Uncharacterized protein			PCOAH_00000410	3795	1264	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	236256	237260	-							PCOAH_00000420	1005		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	236256	237260	-			ANQ05833.1	Peptidyl-trna hydrolase			PCOAH_00000420	1005		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	236256	237260	-	ANQ05833.1			Peptidyl-trna hydrolase			PCOAH_00000420	1005	334	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	238433	241810	-							PCOAH_00000430	3378		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	238433	241810	-			ANQ05857.1	mRNA-capping enzyme			PCOAH_00000430	3273		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	238433	241810	-	ANQ05857.1			mRNA-capping enzyme			PCOAH_00000430	3273	1090	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	244044	246305	+							PCOAH_00000440	2262		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	244044	246305	+			ANQ05884.1	Uncharacterized protein			PCOAH_00000440	2262		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	244044	246305	+	ANQ05884.1			Uncharacterized protein			PCOAH_00000440	2262	753	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	247419	251462	+							PCOAH_00000450	4044		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	247419	251462	+			ANQ05692.1	Uncharacterized protein			PCOAH_00000450	4044		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	247419	251462	+	ANQ05692.1			Uncharacterized protein			PCOAH_00000450	4044	1347	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	252819	255285	+							PCOAH_00000460	2467		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	252819	255285	+			ANQ05718.1	Origin recognition subunit			PCOAH_00000460	2439		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	252819	255285	+	ANQ05718.1			Origin recognition subunit			PCOAH_00000460	2439	812	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	255678	258182	-							PCOAH_00000470	2505		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	255678	258182	-			ANQ05742.1	DNA helicase			PCOAH_00000470	2505		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	255678	258182	-	ANQ05742.1			DNA helicase			PCOAH_00000470	2505	834	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	260644	268620	-							PCOAH_00000480	7977		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	260644	268620	-			ANQ05787.1	Inositol phosphatase			PCOAH_00000480	7836		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	260644	268620	-	ANQ05787.1			Inositol phosphatase			PCOAH_00000480	7836	2611	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	271397	274600	-							PCOAH_00000490	3204		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	271397	274600	-			ANQ05818.1	Uncharacterized protein			PCOAH_00000490	3204		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	271397	274600	-	ANQ05818.1			Uncharacterized protein			PCOAH_00000490	3204	1067	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	275778	276646	-							PCOAH_00000500	869		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	275778	276646	-			ANQ05723.1	30S ribosomal protein S14p/S29e			PCOAH_00000500	243		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	275778	276646	-	ANQ05723.1			30S ribosomal protein S14p/S29e			PCOAH_00000500	243	80	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	277691	279867	-							PCOAH_00000510	2177		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	277691	279867	-			ANQ05696.1	Uncharacterized protein			PCOAH_00000510	958		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	277865	279707	-	ANQ05696.1			Uncharacterized protein			PCOAH_00000510	624	207	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	280540	282248	-							PCOAH_00000520	1709		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	280540	282248	-			ANQ05889.1	ATPase subunit 9			PCOAH_00000520	1075		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	280709	281843	-	ANQ05889.1			ATPase subunit 9			PCOAH_00000520	501	166	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	283593	287303	+							PCOAH_00000530	3711		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	283593	287303	+			ANQ05862.1	Uncharacterized protein			PCOAH_00000530	3711		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	283593	287303	+	ANQ05862.1			Uncharacterized protein			PCOAH_00000530	3711	1236	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	287660	292983	-							PCOAH_00000540	5324		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	287660	292983	-			ANQ05826.1	Uncharacterized protein			PCOAH_00000540	4458		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	287660	292983	-	ANQ05826.1			Uncharacterized protein			PCOAH_00000540	4458	1485	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	293945	294489	+							PCOAH_00000550	545		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	293945	294489	+			ANQ05793.1	Uncharacterized protein			PCOAH_00000550	189		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	293945	294489	+	ANQ05793.1			Uncharacterized protein			PCOAH_00000550	189	62	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	295335	295887	+							PCOAH_00000560	553		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	295335	295887	+			ANQ05770.1	Uncharacterized protein			PCOAH_00000560	357		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	295335	295887	+	ANQ05770.1			Uncharacterized protein			PCOAH_00000560	357	118	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	296906	297184	-							PCOAH_00000570	279		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	296906	297184	-			ANQ05744.1	Ribosomal protein L37			PCOAH_00000570	279		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	296906	297184	-	ANQ05744.1			Ribosomal protein L37			PCOAH_00000570	279	92	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	299853	304915	-							PCOAH_00000580	5063		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	299853	304915	-			ANQ05733.1	Erythrocyte membrane protein			PCOAH_00000580	5022		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	299853	304915	-	ANQ05733.1			Erythrocyte membrane protein			PCOAH_00000580	5022	1673	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	311762	313531	+							PCOAH_00000590	1770		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	311762	313531	+			ANQ05709.1	Uncharacterized protein			PCOAH_00000590	1770		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	311762	313531	+	ANQ05709.1			Uncharacterized protein			PCOAH_00000590	1770	589	
gene	protein_coding	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	314465	317032	+							PCOAH_00000600	2568		partial
mRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	314465	317032	+			ANQ05881.1	DNA mismatch-repair protein			PCOAH_00000600	2568		partial
CDS	with_protein	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	314465	317032	+	ANQ05881.1			DNA mismatch-repair protein			PCOAH_00000600	2568	855	
gene	tRNA	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	317626	317698	+					Thr_AGT		PCOAH_00000610	73		partial
tRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	317626	317698	+				tRNA-Thr	Thr_AGT		PCOAH_00000610	73		partial
gene	tRNA	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	318460	318531	-					His_GTG		PCOAH_00000620	72		partial
tRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	318460	318531	-				tRNA-His	His_GTG		PCOAH_00000620	72		partial
gene	tRNA	GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	319407	319479	+					Lys_CTT		PCOAH_00000630	73		partial
tRNA		GCA_001680005.1	Primary Assembly	chromosome	1	CP016239.1	319407	319479	+				tRNA-Lys	Lys_CTT		PCOAH_00000630	73		partial
