# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	53870	56134	+							PRSY57_0101600	2265		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	53870	56134	+			KYO03365.1	L-seryl-tRNA(Sec) kinase, putative			PRSY57_0101600	1644		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	53870	56134	+	KYO03365.1			L-seryl-tRNA(Sec) kinase, putative			PRSY57_0101600	1644	547	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	56516	58268	-							PRSY57_0101700	1753		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	56516	58268	-			KYO03366.1	actin-related protein			PRSY57_0101700	841		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	56516	58268	-	KYO03366.1			actin-related protein			PRSY57_0101700	841	279	partial
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	60219	61946	+							PRSY57_0101800	1728		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	60219	61946	+			KYO03367.1	parasite-infected erythrocyte surface protein			PRSY57_0101800	1728		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	60219	61946	+	KYO03367.1			parasite-infected erythrocyte surface protein			PRSY57_0101800	1728	575	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	62954	63751	+							PRSY57_0101900	798		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	62954	63751	+			KYO03368.1	thrombospondin-related sporozoite protein			PRSY57_0101900	492		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	62954	63751	+	KYO03368.1			thrombospondin-related sporozoite protein			PRSY57_0101900	492	163	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	65476	68034	+							PRSY57_0102000	2559		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	65476	66250	+			KYO03369.1	putative membrane protein			PRSY57_0102000	775		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	65476	66250	+	KYO03369.1			putative membrane protein			PRSY57_0102000	775	258	partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	66434	68034	+			KYO03370.1	putative membrane protein			PRSY57_0102000	1601		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	66434	68034	+	KYO03370.1			putative membrane protein			PRSY57_0102000	1601	532	partial
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	69416	70804	-							PRSY57_0102100	1389		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	69416	70804	-			KYO03371.1	StAR-related lipid transfer protein, putative			PRSY57_0102100	1389		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	69416	70804	-	KYO03371.1			StAR-related lipid transfer protein, putative			PRSY57_0102100	1389	462	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	75611	86991	+							PRSY57_0102200	11381		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	75611	82961	+			KYO03372.1	ubiquitin carboxyl-terminal hydrolase 1, putative			PRSY57_0102200	7351		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	75611	82961	+	KYO03372.1			ubiquitin carboxyl-terminal hydrolase 1, putative			PRSY57_0102200	7351	2450	partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	83378	86991	+			KYO03373.1	ubiquitin carboxyl-terminal hydrolase 1, putative			PRSY57_0102200	3422		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	83378	86991	+	KYO03373.1			ubiquitin carboxyl-terminal hydrolase 1, putative			PRSY57_0102200	3422	1139	partial
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	88948	90546	+							PRSY57_0102300	1599		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	88948	90546	+			KYO03374.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase			PRSY57_0102300	1599		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	88948	90546	+	KYO03374.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase			PRSY57_0102300	1599	532	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	90860	91687	-							PRSY57_0102400	828		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	90860	91687	-			KYO03375.1	conserved protein, unknown function			PRSY57_0102400	828		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	90860	91687	-	KYO03375.1			conserved protein, unknown function			PRSY57_0102400	828	275	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	92434	96645	+							PRSY57_0102500	4212		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	92434	96645	+			KYO03376.1	hypothetical protein			PRSY57_0102500	4212		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	92434	96645	+	KYO03376.1			hypothetical protein			PRSY57_0102500	4212	1403	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	97440	99713	+							PRSY57_0102600	2274		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	97440	99713	+			KYO03377.1	transporter, putative			PRSY57_0102600	2274		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	97440	99713	+	KYO03377.1			transporter, putative			PRSY57_0102600	2274	757	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	102747	104468	+							PRSY57_0102700	1722		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	102747	104468	+			KYO03378.1	putative transporter 1			PRSY57_0102700	1722		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	102747	104468	+	KYO03378.1			putative transporter 1			PRSY57_0102700	1722	573	
gene	RNase_MRP_RNA	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	105422	105729	-							PRSY57_0102800	308		
ncRNA	RNase_MRP_RNA	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	105422	105729	-				RNase MRP			PRSY57_0102800	308		
gene	ncRNA	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	105859	106134	-							PRSY57_0102900	276		
ncRNA	other	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	105859	106134	-							PRSY57_0102900	276		ncRNA_class=unknown
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	107163	107594	+							PRSY57_0103000	432		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	107163	107594	+			KYO03379.1	hypothetical protein			PRSY57_0103000	432		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	107163	107594	+	KYO03379.1			hypothetical protein			PRSY57_0103000	432	143	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	108241	109947	-							PRSY57_0103100	1707		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	108241	109947	-			KYO03380.1	hypothetical protein			PRSY57_0103100	1707		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	108241	109947	-	KYO03380.1			hypothetical protein			PRSY57_0103100	1707	568	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	111072	111751	-							PRSY57_0103200	680		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	111072	111751	-			KYO03381.1	cyclase-associated protein, putative			PRSY57_0103200	489		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	111072	111751	-	KYO03381.1			cyclase-associated protein, putative			PRSY57_0103200	489	162	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	112614	113212	-							PRSY57_0103300	599		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	112614	113212	-			KYO03382.1	hypothetical protein			PRSY57_0103300	402		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	112614	113212	-			KYO03383.1	hypothetical protein			PRSY57_0103300	423		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	112614	113212	-	KYO03382.1			hypothetical protein			PRSY57_0103300	402	133	
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	112614	113212	-	KYO03383.1			hypothetical protein			PRSY57_0103300	423	140	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	114297	115331	-							PRSY57_0103400	1035		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	114297	115331	-			KYO03384.1	hypothetical protein			PRSY57_0103400	1035		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	114297	115331	-	KYO03384.1			hypothetical protein			PRSY57_0103400	1035	344	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	116206	120297	-							PRSY57_0103500	4092		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	116206	120297	-			KYO03385.1	hypothetical protein			PRSY57_0103500	3681		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	116206	120297	-	KYO03385.1			hypothetical protein			PRSY57_0103500	3681	1226	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	124918	134337	+							PRSY57_0103600	9420		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	124918	134337	+			KYO03386.1	asparagine-rich antigen Pfa35-2			PRSY57_0103600	9420		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	124918	134337	+	KYO03386.1			asparagine-rich antigen Pfa35-2			PRSY57_0103600	9420	3139	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	135969	138685	-							PRSY57_0103700	2717		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	135969	138685	-			KYO03387.1	hypothetical protein			PRSY57_0103700	2481		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	135969	138685	-	KYO03387.1			hypothetical protein			PRSY57_0103700	2481	826	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	140309	141700	+							PRSY57_0103800	1392		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	140309	141700	+			KYO03388.1	DNA binding protein, putative			PRSY57_0103800	1392		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	140309	141700	+	KYO03388.1			DNA binding protein, putative			PRSY57_0103800	1392	463	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	142516	145398	-							PRSY57_0103900	2883		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	142516	145398	-			KYO03389.1	hypothetical protein			PRSY57_0103900	2883		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	142516	145398	-	KYO03389.1			hypothetical protein			PRSY57_0103900	2883	960	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	147764	148915	-							PRSY57_0104000	1152		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	147764	148915	-			KYO03390.1	vacuolar ATP synthase subunit c, putative			PRSY57_0104000	1152		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	147764	148915	-	KYO03390.1			vacuolar ATP synthase subunit c, putative			PRSY57_0104000	1152	383	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	150648	151556	-							PRSY57_0104100	909		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	150648	151556	-			KYO03391.1	hypothetical protein			PRSY57_0104100	648		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	150648	151556	-	KYO03391.1			hypothetical protein			PRSY57_0104100	648	215	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	152601	156625	-							PRSY57_0104200	4025		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	152601	156625	-			KYO03392.1	calcium-transporting ATPase			PRSY57_0104200	3756		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	152601	156625	-	KYO03392.1			calcium-transporting ATPase			PRSY57_0104200	3756	1251	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	159851	160795	+							PRSY57_0104300	945		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	159851	160795	+			KYO03393.1	pre-rRNA-processing protein TSR2, putative			PRSY57_0104300	471		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	159851	160795	+	KYO03393.1			pre-rRNA-processing protein TSR2, putative			PRSY57_0104300	471	156	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	161726	166285	+							PRSY57_0104400	4560		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	161726	166285	+			KYO03394.1	hypothetical protein			PRSY57_0104400	4560		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	161726	166285	+	KYO03394.1			hypothetical protein			PRSY57_0104400	4560	1519	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	166895	167797	+							PRSY57_0104500	903		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	166895	167797	+			KYO03395.1	hypothetical protein			PRSY57_0104500	903		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	166895	167797	+	KYO03395.1			hypothetical protein			PRSY57_0104500	903	300	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	168999	173186	+							PRSY57_0104600	4188		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	168999	173186	+			KYO03396.1	small ribosomal subunit assembling AARP2 protein			PRSY57_0104600	4188		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	168999	173186	+	KYO03396.1			small ribosomal subunit assembling AARP2 protein			PRSY57_0104600	4188	1395	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	174673	176706	+							PRSY57_0104700	2034		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	174673	176706	+			KYO03397.1	ras-related protein Rab-5C, putative			PRSY57_0104700	645		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	174673	176706	+	KYO03397.1			ras-related protein Rab-5C, putative			PRSY57_0104700	645	214	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	178633	180939	+							PRSY57_0104800	2307		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	178633	180939	+			KYO03398.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative			PRSY57_0104800	2307		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	178633	180939	+	KYO03398.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative			PRSY57_0104800	2307	768	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	182495	183876	+							PRSY57_0104900	1382		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	182495	183318	+			KYO03399.1	centrin-1			PRSY57_0104900	360		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	182495	183318	+	KYO03399.1			centrin-1			PRSY57_0104900	360	120	partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	183654	183876	+			KYO03400.1	centrin-1			PRSY57_0104900	107		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	183654	183876	+	KYO03400.1			centrin-1			PRSY57_0104900	107	34	partial
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	184174	185793	-							PRSY57_0105000	1620		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	184174	185793	-			KYO03401.1	hypothetical protein			PRSY57_0105000	1620		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	184174	185793	-	KYO03401.1			hypothetical protein			PRSY57_0105000	1620	539	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	186180	188167	+							PRSY57_0105100	1988		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	186180	188167	+			KYO03402.1	carbon catabolite repressor protein 4, putative			PRSY57_0105100	1014		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	186180	188167	+	KYO03402.1			carbon catabolite repressor protein 4, putative			PRSY57_0105100	1014	337	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	188325	189636	-							PRSY57_0105200	1312		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	188325	189636	-			KYO03403.1	putative protein, unknown function			PRSY57_0105200	1200		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	188325	189636	-	KYO03403.1			putative protein, unknown function			PRSY57_0105200	1200	399	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	191646	192107	+							PRSY57_0105300	462		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	191646	192107	+			KYO03404.1	hypothetical protein			PRSY57_0105300	462		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	191646	192107	+	KYO03404.1			hypothetical protein			PRSY57_0105300	462	153	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	193095	198111	-							PRSY57_0105400	5017		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	193095	198111	-			KYO03405.1	lipid/sterol:H+ symporter			PRSY57_0105400	4569		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	193095	198111	-	KYO03405.1			lipid/sterol:H+ symporter			PRSY57_0105400	4569	1522	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	202840	207555	+							PRSY57_0105500	4716		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	202840	207555	+			KYO03406.1	serine/threonine protein kinase, putative			PRSY57_0105500	4716		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	202840	207555	+	KYO03406.1			serine/threonine protein kinase, putative			PRSY57_0105500	4716	1571	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	208235	209578	+							PRSY57_0105600	1344		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	208235	209578	+			KYO03407.1	putative membrane protein			PRSY57_0105600	1344		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	208235	209578	+	KYO03407.1			putative membrane protein			PRSY57_0105600	1344	447	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	210410	214063	+							PRSY57_0105700	3654		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	210410	214063	+			KYO03408.1	double-strand break repair protein MRE11, putative			PRSY57_0105700	3654		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	210410	214063	+	KYO03408.1			double-strand break repair protein MRE11, putative			PRSY57_0105700	3654	1217	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	214919	215749	-							PRSY57_0105800	831		partial
mRNA		GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	214919	215749	-			KYO03409.1	hypothetical protein			PRSY57_0105800	831		partial
CDS	with_protein	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	214919	215749	-	KYO03409.1			hypothetical protein			PRSY57_0105800	831	276	
gene	protein_coding	GCA_001601855.1	Primary Assembly	chromosome	1	CM003842.1	216986	218321	-							PRSY57_0105900	1336		partial
