# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	26610	30726	-	EDO05227.1			variant erythrocyte surface antigen-1, alpha subunit			BBOV_I001430	3972	1323	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	30754	34760	+							BBOV_I001440	4007		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	30754	34760	+			EDO05228.1	variant erythrocyte surface antigen-1, alpha subunit			BBOV_I001440	3786		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	30754	34760	+	EDO05228.1			variant erythrocyte surface antigen-1, alpha subunit			BBOV_I001440	3786	1261	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	39488	40363	-							BBOV_I001450	876		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	39488	40363	-			EDO05229.1	RNA recognition motif domain containing protein			BBOV_I001450	840		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	39488	40363	-	EDO05229.1			RNA recognition motif domain containing protein			BBOV_I001450	840	279	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	40736	42367	+							BBOV_I001460	1632		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	40736	42367	+			EDO05230.1	secretory protein, putative			BBOV_I001460	1290		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	40736	42367	+	EDO05230.1			secretory protein, putative			BBOV_I001460	1290	429	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	42411	43750	-							BBOV_I001470	1340		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	42411	43750	-			EDO05231.1	adenosine deaminase, putative			BBOV_I001470	1171		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	42411	43668	-	EDO05231.1			adenosine deaminase, putative			BBOV_I001470	1089	362	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	44269	45124	+							BBOV_I001480	856		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	44269	45124	+			EDO05232.1	proteasome alpha 5 subunit, putative			BBOV_I001480	753		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	44269	45124	+	EDO05232.1			proteasome alpha 5 subunit, putative			BBOV_I001480	753	250	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	45241	47795	+							BBOV_I001490	2555		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	45241	47795	+			EDO05233.1	hypothetical protein			BBOV_I001490	2168		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	45885	47493	+	EDO05233.1			hypothetical protein			BBOV_I001490	1536	511	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	49978	52021	+							BBOV_I001500	2044		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	49978	52021	+			EDO05234.1	hypothetical protein			BBOV_I001500	2044		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	50356	51990	+	EDO05234.1			hypothetical protein			BBOV_I001500	1635	544	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52088	52384	-							BBOV_I001510	297		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52088	52384	-			EDO05235.1	hypothetical protein			BBOV_I001510	261		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52088	52384	-	EDO05235.1			hypothetical protein			BBOV_I001510	261	86	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52761	55427	+							BBOV_I001520	2667		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52761	55427	+			EDO05236.1	conserved hypothetical protein			BBOV_I001520	2667		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	52761	55427	+	EDO05236.1			conserved hypothetical protein			BBOV_I001520	2667	888	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	55545	61145	-							BBOV_I001530	5601		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	55545	61145	-			EDO05237.1	helicase, putative			BBOV_I001530	5397		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	55545	61145	-	EDO05237.1			helicase, putative			BBOV_I001530	5397	1798	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	62363	63428	+							BBOV_I001540	1066		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	62363	63428	+			EDO05238.1	histone-like transcription factor (CBF/NF-Y) and archaeal histone domain containing protein			BBOV_I001540	1066		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	62488	63375	+	EDO05238.1			histone-like transcription factor (CBF/NF-Y) and archaeal histone domain containing protein			BBOV_I001540	888	295	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	63389	64386	-							BBOV_I001550	998		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	63389	64386	-			EDO05239.1	conserved hypothetical protein			BBOV_I001550	704		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	63510	64334	-	EDO05239.1			conserved hypothetical protein			BBOV_I001550	531	176	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	65025	66656	+							BBOV_I001560	1632		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	65025	66656	+			EDO05240.1	protein kinase domain containing protein			BBOV_I001560	1632		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	65025	66656	+	EDO05240.1			protein kinase domain containing protein			BBOV_I001560	1632	543	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	66787	68781	-							BBOV_I001570	1995		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	66787	68781	-			EDO05241.1	hypothetical protein			BBOV_I001570	1886		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	66813	68781	-	EDO05241.1			hypothetical protein			BBOV_I001570	1860	619	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	69666	70100	+							BBOV_I001580	435		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	69666	70100	+			EDO05242.1	conserved hypothetical protein			BBOV_I001580	363		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	69666	70100	+	EDO05242.1			conserved hypothetical protein			BBOV_I001580	363	120	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70452	70631	+							BBOV_I001590	180		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70452	70631	+			EDO05243.1	hypothetical protein			BBOV_I001590	180		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70452	70631	+	EDO05243.1			hypothetical protein			BBOV_I001590	180	59	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70666	72223	-							BBOV_I001600	1558		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70666	72223	-			EDO05244.1	pentatricopeptide repeat domain containing protein			BBOV_I001600	1488		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	70666	72223	-	EDO05244.1			pentatricopeptide repeat domain containing protein			BBOV_I001600	1488	495	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	74067	75056	+							BBOV_I001610	990		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	74067	75056	+			EDO05245.1	hypothetical protein			BBOV_I001610	990		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	74067	75056	+	EDO05245.1			hypothetical protein			BBOV_I001610	990	329	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	76179	78603	-							BBOV_I001620	2425		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	76179	78603	-			EDO05246.1	protein of unknown function (DUF663) and AARP2CN (NUC121) domain containing protein			BBOV_I001620	2199		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	76179	78603	-	EDO05246.1			protein of unknown function (DUF663) and AARP2CN (NUC121) domain containing protein			BBOV_I001620	2199	732	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	79284	83451	+							BBOV_I001630	4168		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	79284	83451	+			EDO05247.1	membrane protein, putative			BBOV_I001630	4168		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	79284	83381	+	EDO05247.1			membrane protein, putative			BBOV_I001630	4098	1365	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	83745	84796	+							BBOV_I001640	1052		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	83745	84796	+			EDO05248.1	leucine rich repeat domain containing protein			BBOV_I001640	1052		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	83852	84796	+	EDO05248.1			leucine rich repeat domain containing protein			BBOV_I001640	945	314	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	84993	85967	+							BBOV_I001650	975		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	84993	85967	+			EDO05249.1	conserved hypothetical protein			BBOV_I001650	975		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	84993	85967	+	EDO05249.1			conserved hypothetical protein			BBOV_I001650	975	324	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	86150	87179	-							BBOV_I001660	1030		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	86150	87179	-			EDO05250.1	hypothetical protein			BBOV_I001660	794		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	86150	87132	-	EDO05250.1			hypothetical protein			BBOV_I001660	747	248	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	87699	88652	+							BBOV_I001670	954		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	87699	88652	+			EDO05251.1	hypothetical protein			BBOV_I001670	798		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	87699	88652	+	EDO05251.1			hypothetical protein			BBOV_I001670	798	265	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	89625	90879	+							BBOV_I001680	1255		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	89625	90879	+			EDO05252.1	hypothetical protein			BBOV_I001680	984		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	89689	90757	+	EDO05252.1			hypothetical protein			BBOV_I001680	798	265	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91148	91504	+							BBOV_I001690	357		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91148	91504	+			EDO05253.1	hypothetical protein			BBOV_I001690	183		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91148	91504	+	EDO05253.1			hypothetical protein			BBOV_I001690	183	60	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91543	94044	-							BBOV_I001700	2502		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91543	94044	-			EDO05254.1	chaperone clpB, putative			BBOV_I001700	2502		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	91543	94044	-	EDO05254.1			chaperone clpB, putative			BBOV_I001700	2502	833	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	94835	95782	-							BBOV_I001710	948		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	94835	95782	-			EDO05255.1	conserved hypothetical protein			BBOV_I001710	807		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	94835	95683	-	EDO05255.1			conserved hypothetical protein			BBOV_I001710	708	235	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	96039	96735	+							BBOV_I001720	697		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	96039	96735	+			EDO05256.1	conserved hypothetical protein			BBOV_I001720	657		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	96039	96735	+	EDO05256.1			conserved hypothetical protein			BBOV_I001720	657	218	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	97597	98073	+							BBOV_I001730	477		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	97597	98073	+			EDO05257.1	hypothetical protein			BBOV_I001730	477		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	97597	98073	+	EDO05257.1			hypothetical protein			BBOV_I001730	477	158	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	98131	99883	+							BBOV_I001740	1753		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	98131	99883	+			EDO05258.1	adenosylhomocysteinase (S-adenosyl-L-homocysteinehydrolase)			BBOV_I001740	1718		
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	98184	99694	+	EDO05258.1			adenosylhomocysteinase (S-adenosyl-L-homocysteinehydrolase)			BBOV_I001740	1476	491	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	100098	100973	+							BBOV_I001750	876		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	100098	100973	+			EDO05259.1	hypothetical protein			BBOV_I001750	876		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	100098	100973	+	EDO05259.1			hypothetical protein			BBOV_I001750	876	291	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101073	101564	+							BBOV_I001760	492		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101073	101564	+			EDO05260.1	hypothetical protein			BBOV_I001760	492		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101073	101564	+	EDO05260.1			hypothetical protein			BBOV_I001760	492	163	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101596	102304	+							BBOV_I001770	709		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101596	102304	+			EDO05261.1	hypothetical protein			BBOV_I001770	639		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	101596	102304	+	EDO05261.1			hypothetical protein			BBOV_I001770	639	212	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	102742	103344	-							BBOV_I001780	603		partial
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	102742	103344	-			EDO05262.1	conserved hypothetical protein			BBOV_I001780	603		partial
CDS	with_protein	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	102742	103344	-	EDO05262.1			conserved hypothetical protein			BBOV_I001780	603	200	
gene	protein_coding	GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	104493	105353	+							BBOV_I001790	861		
mRNA		GCA_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	AAXT01000005.1	104493	105353	+			EDO05263.1	conserved hypothetical protein			BBOV_I001790	714		
