# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	14351	17824	-							EMH_0013140	3474		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	14351	17824	-	CDJ28138.1			ww domain U1 zinc finger domain-containing protein, putative			EMH_0013140	2178	725	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	18063	23967	+							EMH_0013250	5905		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	18063	23967	+	CDJ28139.1			X-prolyl aminopeptidase, putative			EMH_0013250	2673	890	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	26750	29764	+							EMH_0013360	3015		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	26750	29764	+	CDJ28140.1			hypothetical protein, conserved			EMH_0013360	2157	718	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	31014	55065	-							EMH_0013470	24052		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	31014	55065	-	CDJ28141.1			PREDICTED: similar to hydrocephalus inducing putati, related			EMH_0013470	12129	4042	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	58793	60363	-							EMH_0013580	1571		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	58793	60363	-	CDJ28142.1			vacuolar ATP synthase 22 kDa proteolipid subunit, putative			EMH_0013580	585	194	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	61622	62842	-							EMH_0013690	1221		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	61622	62842	-	CDJ28143.1			hypothetical protein, conserved			EMH_0013690	1221	406	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	66082	70212	-							EMH_0013800	4131		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	66082	70212	-	CDJ28144.1			MRP protein, putative			EMH_0013800	1734	577	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	72467	73724	+							EMH_0013910	1258		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	72467	73724	+	CDJ28145.1			hypothetical protein, conserved			EMH_0013910	591	196	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	75772	77235	-							EMH_0014020	1464		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	75772	77235	-	CDJ28146.1			hypothetical protein			EMH_0014020	1464	487	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	77410	81191	-							EMH_0014140	3782		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680936.1	77410	81191	-	CDJ28147.1			hypothetical protein, conserved			EMH_0014140	3300	1099	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	677	2114	-							EMH_0098790	1438		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	677	2114	-	CDJ28148.1			hypothetical protein, conserved			EMH_0098790	696	231	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	5656	7110	-							EMH_0098900	1455		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	5656	7110	-	CDJ28149.1			hypothetical protein			EMH_0098900	537	178	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	10339	11776	+							EMH_0099010	1438		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	10339	11776	+	CDJ28150.1			hypothetical protein			EMH_0099010	660	219	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	14193	15572	-							EMH_0099120	1380		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	14193	15572	-	CDJ28151.1			hypothetical protein			EMH_0099120	543	180	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	19123	20560	+							EMH_0099230	1438		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	19123	20560	+	CDJ28152.1			hypothetical protein			EMH_0099230	540	179	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	22379	24510	-							EMH_0099340	2132		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	22379	24510	-	CDJ28153.1			hypothetical protein, conserved			EMH_0099340	693	230	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	26001	27438	-							EMH_0099450	1438		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	26001	27438	-	CDJ28154.1			SAG family member			EMH_0099450	747	248	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	29814	30959	-							EMH_0099560	1146		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680937.1	29814	30959	-	CDJ28155.1			hypothetical protein, conserved			EMH_0099560	369	122	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680938.1	909	6506	+							EMH_0038290	5598		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680938.1	909	6506	+	CDJ28156.1			zinc finger (C2H2 type) protein, putative			EMH_0038290	3339	1112	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680938.1	10318	11546	+							EMH_0038300	1229		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680938.1	10318	11546	+	CDJ28157.1			hypothetical protein			EMH_0038300	909	302	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	1914	4097	+							EMH_0038320	2184		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	1914	4097	+	CDJ28158.1			hypothetical protein, conserved			EMH_0038320	903	300	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	5435	5908	+							EMH_0038330	474		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	5435	5908	+	CDJ28159.1			hypothetical protein			EMH_0038330	372	123	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	6263	7588	+							EMH_0038340	1326		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	6263	7588	+	CDJ28160.1			hypothetical protein, conserved			EMH_0038340	1104	367	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	7965	11815	+							EMH_0038360	3851		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680947.1	7965	11815	+	CDJ28161.1			hypothetical protein, conserved			EMH_0038360	1155	384	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680954.1	1975	11507	+							EMH_0038370	9533		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680954.1	1975	11507	+	CDJ28162.1			zinc carboxypeptidase, putative			EMH_0038370	3918	1305	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	130	1087	-							EMH_0038380	958		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	130	1087	-	CDJ28163.1			hypothetical protein			EMH_0038380	828	275	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	2138	4602	-							EMH_0038390	2465		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	2138	4602	-	CDJ28164.1			hypothetical protein, conserved			EMH_0038390	1275	424	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	6016	10668	+							EMH_0038400	4653		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680960.1	6016	10668	+	CDJ28165.1			hypothetical protein, conserved			EMH_0038400	1428	475	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	411	949	-							EMH_0038410	539		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	411	949	-	CDJ28166.1			hypothetical protein			EMH_0038410	351	116	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	1535	2601	-							EMH_0038420	1067		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	1535	2601	-	CDJ28167.1			hypothetical protein			EMH_0038420	705	234	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	2626	7610	-							EMH_0038430	4985		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	2626	7610	-	CDJ28168.1			hypothetical protein			EMH_0038430	2331	776	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	9393	9920	-							EMH_0038440	528		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680965.1	9393	9920	-	CDJ28169.1			hypothetical protein			EMH_0038440	528	175	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680970.1	3521	4143	-							EMH_0038450	623		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680970.1	3521	4143	-	CDJ28170.1			translation initiation factor SUI1, putative			EMH_0038450	348	115	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680970.1	9631	10706	-							EMH_0038470	1076		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680970.1	9631	10706	-	CDJ28171.1			exosome complex exonuclease, putative			EMH_0038470	381	126	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	1147	3094	+							EMH_0038480	1948		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	1147	3094	+	CDJ28172.1			hypothetical protein, conserved			EMH_0038480	1299	432	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	4795	6406	+							EMH_0038490	1612		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	4795	6406	+	CDJ28173.1			hypothetical protein			EMH_0038490	1146	381	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	6794	7729	-							EMH_0038500	936		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	6794	7729	-	CDJ28174.1			hypothetical protein			EMH_0038500	936	311	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	8201	10244	-							EMH_0038510	2044		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680974.1	8201	10244	-	CDJ28175.1			hypothetical protein			EMH_0038510	918	305	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680979.1	2411	9569	-							EMH_0038520	7159		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680979.1	2411	9569	-	CDJ28176.1			hypothetical protein, conserved			EMH_0038520	3423	1140	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680984.1	1346	8393	-							EMH_0038530	7048		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680984.1	1346	8393	-	CDJ28177.1			hypothetical protein			EMH_0038530	1665	554	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680984.1	9721	10212	+							EMH_0038540	492		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680984.1	9721	10212	+	CDJ28178.1			hypothetical protein, conserved			EMH_0038540	285	94	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	111	3138	-							EMH_0099680	3028		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	111	3138	-	CDJ28179.1			hypothetical protein			EMH_0099680	2832	943	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	4979	7201	+							EMH_0099790	2223		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	4979	7201	+	CDJ28180.1			hypothetical protein			EMH_0099790	1764	587	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	12805	15438	-							EMH_0099900	2634		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	12805	15438	-	CDJ28181.1			hypothetical protein			EMH_0099900	2634	877	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	17962	18318	-							EMH_0100010	357		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	17962	18318	-	CDJ28182.1			hypothetical protein			EMH_0100010	357	118	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	18874	20712	-							EMH_0100120	1839		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	18874	20712	-	CDJ28183.1			hypothetical protein			EMH_0100120	1839	612	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	24371	27131	-							EMH_0100230	2761		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	24371	27131	-	CDJ28184.1			hypothetical protein, conserved			EMH_0100230	2580	859	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	29883	30758	-							EMH_0100340	876		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680988.1	29883	30758	-	CDJ28185.1			Retrotransposon nucleocapsid protein, related			EMH_0100340	876	291	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680989.1	8797	11263	-							EMH_0038550	2467		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680989.1	8797	11263	-	CDJ28186.1			hypothetical protein, conserved			EMH_0038550	843	280	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680995.1	442	11636	+							EMH_0038560	11195		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG680995.1	442	11636	+	CDJ28187.1			hypothetical protein			EMH_0038560	6981	2326	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	793	2273	+							EMH_0038590	1481		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	793	2273	+	CDJ28188.1			hypothetical protein			EMH_0038590	1161	386	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	4404	6948	-							EMH_0038600	2545		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	4404	6948	-	CDJ28189.1			hypothetical protein			EMH_0038600	714	237	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	9303	10046	+							EMH_0038610	744		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681000.1	9303	10046	+	CDJ28190.1			hypothetical protein, conserved			EMH_0038610	744	247	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681005.1	266	5665	-							EMH_0038620	5400		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681005.1	266	5665	-	CDJ28191.1			26S proteasome AAA-ATPase subunit RPT6a, related			EMH_0038620	492	163	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681005.1	6666	9957	+							EMH_0038630	3292		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681005.1	6666	9957	+	CDJ28192.1			sec 13, putative			EMH_0038630	1500	499	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681013.1	2257	10399	+							EMH_0038640	8143		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681013.1	2257	10399	+	CDJ28193.1			hypothetical protein, conserved			EMH_0038640	2574	857	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681015.1	687	4764	-							EMH_0038650	4078		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681015.1	687	4764	-	CDJ28194.1			DNA primase, large subunit, putative			EMH_0038650	1323	440	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681015.1	5636	8815	+							EMH_0038660	3180		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681015.1	5636	8815	+	CDJ28195.1			phosphoglycerate mutase 1, putative			EMH_0038660	750	249	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681026.1	1177	10898	-							EMH_0038670	9722		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681026.1	1177	10898	-	CDJ28196.1			beta-tubulin cofactor d, putative			EMH_0038670	5589	1862	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	3834	4328	-							EMH_0038680	495		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	3834	4328	-	CDJ28197.1			hypothetical protein, conserved			EMH_0038680	315	104	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	6015	6536	+							EMH_0038700	522		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	6015	6536	+	CDJ28198.1			hypothetical protein			EMH_0038700	249	82	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	8355	8591	-							EMH_0038710	237		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681032.1	8355	8591	-	CDJ28199.1			hypothetical protein			EMH_0038710	237	78	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	826	2323	+							EMH_0038720	1498		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	826	2323	+	CDJ28200.1			hypothetical protein			EMH_0038720	621	206	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	4062	5195	+							EMH_0038730	1134		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	4062	5195	+	CDJ28201.1			SAG family member			EMH_0038730	651	216	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	8968	10422	+							EMH_0038740	1455		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681037.1	8968	10422	+	CDJ28202.1			hypothetical protein			EMH_0038740	471	156	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681043.1	241	10714	-							EMH_0038750	10474		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681043.1	241	10714	-	CDJ28203.1			hypothetical protein			EMH_0038750	2568	855	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681049.1	1986	2468	+							EMH_0038760	483		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681049.1	1986	2468	+	CDJ28204.1			hypothetical protein			EMH_0038760	381	126	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681049.1	3908	10565	+							EMH_0038770	6658		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681049.1	3908	10565	+	CDJ28205.1			hypothetical protein, conserved			EMH_0038770	1878	625	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681053.1	95	1431	-							EMH_0038780	1337		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681053.1	95	1431	-	CDJ28206.1			Adenylyl cyclase-associated protein, related			EMH_0038780	522	173	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681053.1	3213	3947	-							EMH_0038790	735		
CDS	with_protein	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681053.1	3213	3947	-	CDJ28207.1			hypothetical protein, conserved			EMH_0038790	735	244	
gene	protein_coding	GCA_000499745.2	Primary Assembly	unplaced scaffold		HG681053.1	9834	10786	+							EMH_0038810	953		
