# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	92722	94303	+							TGME49_293010	1582		partial;old_locus_tag=TGME49_093010
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	92722	94303	+			EPT32702.1	hypothetical protein			TGME49_293010	506		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	92865	94303	+	EPT32702.1			hypothetical protein			TGME49_293010	363	120	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	96593	98464	+							TGME49_293020	1872		partial;old_locus_tag=TGME49_093020
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	96593	98464	+			EPT32701.1	hypothetical protein			TGME49_293020	1872		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	96593	98464	+	EPT32701.1			hypothetical protein			TGME49_293020	1872	623	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	98606	105562	+							TGME49_293030	6957		partial;old_locus_tag=TGME49_093030
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	98606	105562	+			EPT32700.1	hypothetical protein			TGME49_293030	6957		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	98606	105562	+	EPT32700.1			hypothetical protein			TGME49_293030	6957	2318	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	108047	109724	-							TGME49_293040	1678		partial;old_locus_tag=TGME49_093040
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	108047	109724	-			EPT32699.1	hypothetical protein			TGME49_293040	1678		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	108846	109724	-	EPT32699.1			hypothetical protein			TGME49_293040	879	292	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	109760	112442	-							TGME49_293050	2683		old_locus_tag=TGME49_093050
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	109760	112442	-			EPT32698.1	sybindin family protein			TGME49_293050	1321		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	109916	111718	-	EPT32698.1			sybindin family protein			TGME49_293050	441	146	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	112737	124316	+							TGME49_293060	11580		old_locus_tag=TGME49_093060
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	112737	124316	+			EPT32697.1	SPRY domain-containing protein			TGME49_293060	4950		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	113812	122664	+	EPT32697.1			SPRY domain-containing protein			TGME49_293060	2223	740	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	124810	136698	-							TGME49_293170	11889		old_locus_tag=TGME49_093170
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	124810	136698	-			EPT32696.1	hypothetical protein			TGME49_293170	11509		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	125828	135999	-	EPT32696.1			hypothetical protein			TGME49_293170	9792	3263	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	138426	144966	-							TGME49_293180	6541		old_locus_tag=TGME49_093180
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	138426	144966	-			EPT32695.1	NADP-specific glutamate dehydrogenase			TGME49_293180	2985		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	139348	144640	-	EPT32695.1			NADP-specific glutamate dehydrogenase			TGME49_293180	1737	578	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	147291	157312	+							TGME49_293190	10022		old_locus_tag=TGME49_093190
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	147291	157312	+			EPT32694.1	endonuclease/exonuclease/phosphatase family protein			TGME49_293190	4328		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	148267	156009	+	EPT32694.1			endonuclease/exonuclease/phosphatase family protein			TGME49_293190	2049	682	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	159073	162371	+							TGME49_293200	3299		partial;old_locus_tag=TGME49_093200
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	159073	162371	+			EPT32693.1	hypothetical protein			TGME49_293200	339		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	159073	162371	+	EPT32693.1			hypothetical protein			TGME49_293200	339	112	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	164836	165587	+							TGME49_293210	752		old_locus_tag=TGME49_093210
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	164836	165587	+			EPT32692.1	hypothetical protein			TGME49_293210	752		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	165137	165535	+	EPT32692.1			hypothetical protein			TGME49_293210	399	132	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	166300	174345	+							TGME49_293220	8046		partial;old_locus_tag=TGME49_093220
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	166300	174345	+			EPT32691.1	DHHC zinc finger domain-containing protein			TGME49_293220	3984		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	166300	174345	+	EPT32691.1			DHHC zinc finger domain-containing protein			TGME49_293220	3984	1327	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	176222	182733	-							TGME49_293230	6512		partial;old_locus_tag=TGME49_093230
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	176222	182733	-			EPT32690.1	hypothetical protein			TGME49_293230	1599		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	176222	182514	-	EPT32690.1			hypothetical protein			TGME49_293230	1380	459	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	186060	192198	+							TGME49_293240	6139		old_locus_tag=TGME49_093240
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	186060	192198	+			EPT32689.1	triacylglycerol lipase			TGME49_293240	5600		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	186967	190826	+	EPT32689.1			triacylglycerol lipase			TGME49_293240	3321	1106	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	193984	200736	+							TGME49_293250	6753		old_locus_tag=TGME49_093250
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	193984	200736	+			EPT32688.1	hypothetical protein			TGME49_293250	6668		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	195881	200200	+	EPT32688.1			hypothetical protein			TGME49_293250	4320	1439	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	201338	208369	-							TGME49_293252	7032		old_locus_tag=TGME49_093252
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	201338	208369	-			EPT32687.1	hypothetical protein			TGME49_293252	7032		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	202704	207239	-	EPT32687.1			hypothetical protein			TGME49_293252	4536	1511	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	210607	217379	+							TGME49_293258	6773		old_locus_tag=TGME49_093258
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	210607	217379	+			EPT32686.1	hypothetical protein			TGME49_293258	6124		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	210876	216240	+	EPT32686.1			hypothetical protein			TGME49_293258	4716	1571	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	218431	224782	+							TGME49_293260	6352		old_locus_tag=TGME49_093260
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	218431	224782	+			EPT32685.1	ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein			TGME49_293260	5974		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	220528	224364	+	EPT32685.1			ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein			TGME49_293260	3459	1152	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	224396	226385	+							TGME49_293270	1990		old_locus_tag=TGME49_093270
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	224396	226385	+			EPT32684.1	hypothetical protein			TGME49_293270	1990		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	224858	225373	+	EPT32684.1			hypothetical protein			TGME49_293270	516	171	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	228762	236848	-							TGME49_293280	8087		partial;old_locus_tag=TGME49_093280
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	228762	236848	-			EPT32683.1	cyclin protein			TGME49_293280	8087		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	229130	236848	-	EPT32683.1			cyclin protein			TGME49_293280	7719	2572	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	238568	239454	+							TGME49_293290	887		partial;old_locus_tag=TGME49_093290
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	238568	239454	+			EPT32682.1	hypothetical protein			TGME49_293290	816		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	238568	239454	+	EPT32682.1			hypothetical protein			TGME49_293290	816	271	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	240464	244240	+							TGME49_293300	3777		old_locus_tag=TGME49_093300
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	240464	244240	+			EPT32681.1	Yip1 domain-containing protein			TGME49_293300	3777		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	241851	243617	+	EPT32681.1			Yip1 domain-containing protein			TGME49_293300	1767	588	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	245110	246623	-							TGME49_293310	1514		old_locus_tag=TGME49_093310
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	245110	246623	-			EPT32680.1	ribosomal protein L20, putative			TGME49_293310	1514		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	245341	245706	-	EPT32680.1			ribosomal protein L20, putative			TGME49_293310	366	121	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	246884	260846	+							TGME49_293320	13963		old_locus_tag=TGME49_093320
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	246884	260846	+			EPT32679.1	hypothetical protein			TGME49_293320	6513		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	247206	260229	+	EPT32679.1			hypothetical protein			TGME49_293320	5574	1857	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	260991	268175	+							TGME49_293330	7185		old_locus_tag=TGME49_093330
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	260991	268175	+			EPT32678.1	hypothetical protein			TGME49_293330	7185		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	262760	267352	+	EPT32678.1			hypothetical protein			TGME49_293330	4593	1530	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	268467	272095	-							TGME49_293340	3629		old_locus_tag=TGME49_093340
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	268467	272095	-			EPT32677.1	ran binding family protein 1, putative			TGME49_293340	1427		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	268608	271448	-	EPT32677.1			ran binding family protein 1, putative			TGME49_293340	639	212	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	272367	276627	+							TGME49_293350	4261		old_locus_tag=TGME49_093350
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	272367	276627	+			EPT32676.1	mitochondrial carrier superfamily protein			TGME49_293350	3177		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	273178	276097	+	EPT32676.1			mitochondrial carrier superfamily protein			TGME49_293350	1836	611	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	277355	280365	-							TGME49_293360	3011		old_locus_tag=TGME49_093360
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	277355	280365	-			EPT32675.1	hypothetical protein			TGME49_293360	1593		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	277731	278810	-	EPT32675.1			hypothetical protein			TGME49_293360	732	243	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	282635	290162	-					PRMT2		TGME49_293370	7528		old_locus_tag=TGME49_093370
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	282635	290162	-			EPT32674.1	histone arginine methyltransferase PRMT2	PRMT2		TGME49_293370	5309		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	283398	289525	-	EPT32674.1			histone arginine methyltransferase PRMT2	PRMT2		TGME49_293370	3909	1302	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	290247	296963	+					HAT1		TGME49_293380	6717		old_locus_tag=TGME49_093380
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	290247	296963	+			EPT32673.1	histone lysine acetyltransferase HAT1	HAT1		TGME49_293380	3398		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	290836	296380	+	EPT32673.1			histone lysine acetyltransferase HAT1	HAT1		TGME49_293380	2226	741	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	298631	304389	+							TGME49_293390	5759		old_locus_tag=TGME49_093390
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	298631	304389	+			EPT32672.1	cytochrome C-type heme lyase, putative			TGME49_293390	2913		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	299464	303509	+	EPT32672.1			cytochrome C-type heme lyase, putative			TGME49_293390	1200	399	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	305504	306804	-							TGME49_293400	1301		partial;old_locus_tag=TGME49_093400
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	305504	306804	-			EPT32671.1	hypothetical protein			TGME49_293400	1301		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	306028	306804	-	EPT32671.1			hypothetical protein			TGME49_293400	777	258	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	307041	307890	-							TGME49_293410	850		old_locus_tag=TGME49_093410
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	307041	307890	-			EPT32670.1	hypothetical protein			TGME49_293410	471		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	307043	307655	-	EPT32670.1			hypothetical protein			TGME49_293410	234	77	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	309486	311814	+							TGME49_293420	2329		old_locus_tag=TGME49_093420
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	309486	311814	+			EPT32669.1	transporter, major facilitator family protein			TGME49_293420	2329		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	309887	311614	+	EPT32669.1			transporter, major facilitator family protein			TGME49_293420	1728	575	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	313954	315600	+							TGME49_293425	1647		partial
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	313954	315600	+			EPT32668.1	hypothetical protein			TGME49_293425	1647		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	313954	315600	+	EPT32668.1			hypothetical protein			TGME49_293425	1647	548	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	316682	319998	-							TGME49_293430	3317		old_locus_tag=TGME49_093430
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	316682	319998	-			EPT32667.1	hypothetical protein			TGME49_293430	3317		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	317622	318857	-	EPT32667.1			hypothetical protein			TGME49_293430	1236	411	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	320661	323881	-							TGME49_293440	3221		old_locus_tag=TGME49_093440
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	320661	323881	-			EPT32666.1	hypothetical protein			TGME49_293440	3221		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	321363	322979	-	EPT32666.1			hypothetical protein			TGME49_293440	1617	538	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	328468	331129	+							TGME49_293450	2662		old_locus_tag=TGME49_093450
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	328468	331129	+			EPT32665.1	protein phosphatase 2c containing protein			TGME49_293450	1742		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	328869	330550	+	EPT32665.1			protein phosphatase 2c containing protein			TGME49_293450	762	253	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	333184	347681	+							TGME49_293460	14498		old_locus_tag=TGME49_093460
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	333184	347681	+			EPT32664.1	ATP-dependent DNA ligase domain-containing protein			TGME49_293460	5457		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	333243	346441	+	EPT32664.1			ATP-dependent DNA ligase domain-containing protein			TGME49_293460	4158	1385	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	347749	351346	-							TGME49_293470	3598		old_locus_tag=TGME49_093470
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	347749	351346	-			EPT32663.1	hypothetical protein			TGME49_293470	2489		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	348414	350725	-	EPT32663.1			hypothetical protein			TGME49_293470	1203	400	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	351464	358567	-							TGME49_293480	7104		old_locus_tag=TGME49_093480
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	351464	358567	-			EPT32662.1	MoeA N-terminal region (domain I and II) domain-containing protein			TGME49_293480	7104		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	352581	356348	-	EPT32662.1			MoeA N-terminal region (domain I and II) domain-containing protein			TGME49_293480	3768	1255	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	359766	362822	+							TGME49_293490	3057		old_locus_tag=TGME49_093490
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	359766	362822	+			EPT32661.1	hypothetical protein			TGME49_293490	3057		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	360262	361827	+	EPT32661.1			hypothetical protein			TGME49_293490	1566	521	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	366704	384520	+							TGME49_293500	17817		partial;old_locus_tag=TGME49_093500
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	366704	384520	+			EPT32660.1	hypothetical protein			TGME49_293500	5510		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	366704	384326	+	EPT32660.1			hypothetical protein			TGME49_293500	5316	1771	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	385266	388399	-							TGME49_293510	3134		old_locus_tag=TGME49_093510
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	385266	388399	-			EPT32659.1	poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein			TGME49_293510	2834		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	386280	387758	-	EPT32659.1			poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein			TGME49_293510	1179	392	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	388539	390200	-							TGME49_293520	1662		partial;old_locus_tag=TGME49_093520
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	388539	390200	-			EPT32657.1	hypothetical protein			TGME49_293520	818		partial
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	388539	390048	-	EPT32657.1			hypothetical protein			TGME49_293520	666	221	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	390047	396110	+							TGME49_293540	6064		old_locus_tag=TGME49_093540
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	390047	396110	+			EPT32658.1	hypothetical protein			TGME49_293540	3277		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	391019	395947	+	EPT32658.1			hypothetical protein			TGME49_293540	2142	713	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	396569	407476	-							TGME49_293550	10908		old_locus_tag=TGME49_093550
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	396569	407476	-			EPT32656.1	hypothetical protein			TGME49_293550	5800		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	397138	404894	-	EPT32656.1			hypothetical protein			TGME49_293550	2649	882	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	408971	420704	+							TGME49_293560	11734		old_locus_tag=TGME49_093560
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	408971	420704	+			EPT32655.1	hypothetical protein			TGME49_293560	9067		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	409760	418891	+	EPT32655.1			hypothetical protein			TGME49_293560	6465	2154	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	422066	430232	-							TGME49_293570	8167		old_locus_tag=TGME49_093570
mRNA		GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	422066	430232	-			EPT32654.1	translocation protein sec62, putative			TGME49_293570	2821		
CDS	with_protein	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	422729	429247	-	EPT32654.1			translocation protein sec62, putative			TGME49_293570	1173	390	
gene	protein_coding	GCA_000006565.2	Primary Assembly	chromosome	Ia	CM002034.1	432461	435469	-							TGME49_293580	3009		old_locus_tag=TGME49_093580
