# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	27124	28244	-	CRG92962.1			V-type proton ATPase 16 kDa proteolipid subunit, putative			PGAL8A_00066600	495	164	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	30918	32384	+							PGAL8A_00066700	1467		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	30918	32384	+	CRG92963.1			cytochrome c oxidase assembly protein (heme A: farnesyltransferase), putative			PGAL8A_00066700	1467	488	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	33506	34039	-					RPS24		PGAL8A_00066800	534		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	33506	34039	-	CRG92964.1			40S ribosomal protein S24, putative	RPS24		PGAL8A_00066800	402	133	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	36896	42759	-					CCR4		PGAL8A_00066900	5864		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	36896	42759	-	CRG92965.1			carbon catabolite repressor protein 4, putative	CCR4		PGAL8A_00066900	5775	1924	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	45315	47090	+							PGAL8A_00067000	1776		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	45315	47090	+	CRG92966.1			zinc finger protein, putative			PGAL8A_00067000	1776	591	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	52425	53043	+							PGAL8A_00067100	619		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	52425	53043	+	CRG92967.1			conserved Plasmodium protein, unknown function			PGAL8A_00067100	381	126	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	54708	58145	-							PGAL8A_00067200	3438		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	54708	58145	-	CRG92968.1			conserved Plasmodium protein, unknown function			PGAL8A_00067200	3258	1085	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	63598	64890	-							PGAL8A_00067300	1293		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	63598	64890	-	CRG92969.1			conserved Plasmodium protein, unknown function			PGAL8A_00067300	1293	430	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	65660	66652	+							PGAL8A_00067400	993		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	65660	66652	+	CRG92970.1			40S ribosomal protein S9, putative			PGAL8A_00067400	573	190	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	68136	70774	+					PPM9		PGAL8A_00067500	2639		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	68136	70774	+	CRG92971.1			protein phosphatase PPM9, putative	PPM9		PGAL8A_00067500	1920	639	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	71766	74192	-							PGAL8A_00067600	2427		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	71766	74192	-	CRG92972.1			conserved Plasmodium protein, unknown function			PGAL8A_00067600	2427	808	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	76668	77567	-							PGAL8A_00067700	900		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	76668	77567	-	CRG92973.1			conserved Plasmodium protein, unknown function			PGAL8A_00067700	900	299	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	78528	79499	-							PGAL8A_00067800	972		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	78528	79499	-	CRG92974.1			phosphomethylpyrimidine kinase, putative			PGAL8A_00067800	972	323	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	80284	81360	-							PGAL8A_00067900	1077		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	80284	81360	-	CRG92975.1			bis(5'-nucleosyl)-tetraphosphatase [asymmetrical], putative			PGAL8A_00067900	447	148	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	81942	84713	-							PGAL8A_00068000	2772		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	81942	84713	-	CRG92976.1			conserved Plasmodium protein, unknown function			PGAL8A_00068000	2772	923	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	87165	92717	-							PGAL8A_00068100	5553		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	87165	92717	-	CRG92977.1			conserved Plasmodium protein, unknown function			PGAL8A_00068100	5553	1850	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	94064	95497	+					SAHH		PGAL8A_00068200	1434		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	94064	95497	+	CRG92978.1			S-adenosyl-L-homocysteine hydrolase, putative	SAHH		PGAL8A_00068200	1434	477	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	96032	98047	-							PGAL8A_00068300	2016		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	96032	98047	-	CRG92979.1			conserved Plasmodium protein, unknown function			PGAL8A_00068300	1902	633	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	100049	105639	-							PGAL8A_00068400	5591		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	100049	105639	-	CRG92980.1			conserved Plasmodium protein, unknown function			PGAL8A_00068400	4446	1481	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	107762	108739	+							PGAL8A_00068500	978		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	107762	108739	+	CRG92981.1			conserved Plasmodium protein, unknown function			PGAL8A_00068500	978	325	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	108934	112973	-							PGAL8A_00068600	4040		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	108934	112973	-	CRG92982.1			conserved Plasmodium protein, unknown function			PGAL8A_00068600	3693	1230	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	114298	115830	-							PGAL8A_00068700	1533		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	114298	115830	-	CRG92983.1			conserved Plasmodium protein, unknown function			PGAL8A_00068700	1533	510	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	116295	117954	+							PGAL8A_00068800	1660		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	116295	117954	+	CRG92984.1			ribosomal large subunit pseudouridylate synthase, putative			PGAL8A_00068800	1488	495	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	118508	118786	-							PGAL8A_00068900	279		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	118508	118786	-	CRG92985.1			conserved Plasmodium protein, unknown function			PGAL8A_00068900	279	92	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	121071	123437	+							PGAL8A_00069000	2367		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	121071	123437	+	CRG92986.1			DEAD/DEAH box ATP-dependent RNA helicase, putative			PGAL8A_00069000	2367	788	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	125397	128140	+							PGAL8A_00069100	2744		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	125397	128140	+	CRG92987.1			nucleotide binding protein, putative			PGAL8A_00069100	1887	628	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	128574	134066	+							PGAL8A_00069200	5493		partial
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	128574	134066	+	CRG92988.1			conserved Plasmodium protein, unknown function			PGAL8A_00069200	4563	1521	partial
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	135304	137442	-							PGAL8A_00069300	2139		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	135304	137442	-	CRG92989.1			conserved Plasmodium protein, unknown function			PGAL8A_00069300	2139	712	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	139489	140189	+					TAF10		PGAL8A_00069400	701		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	139489	140189	+	CRG92990.1			transcription initiation factor TFIID subunit 10, putative	TAF10		PGAL8A_00069400	357	118	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	140509	142440	-							PGAL8A_00069500	1932		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	140509	142440	-	CRG92991.1			S-adenosylmethionine-dependent methyltransferase, putative			PGAL8A_00069500	822	273	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	145500	171028	+							PGAL8A_00069600	25529		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	145500	171028	+	CRG92992.1			conserved Plasmodium protein, unknown function			PGAL8A_00069600	24837	8278	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	172156	172865	+							PGAL8A_00069700	710		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	172156	172865	+	CRG92993.1			50S ribosomal protein L17, apicoplast, putative			PGAL8A_00069700	501	166	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	175363	176748	+							PGAL8A_00069800	1386		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	175363	176748	+	CRG92994.1			inner membrane complex protein, putative			PGAL8A_00069800	1386	461	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	177598	178500	+					SufA		PGAL8A_00069900	903		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	177598	178500	+	CRG92995.1			iron-sulfur assembly protein, putative	SufA		PGAL8A_00069900	516	171	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	178719	179374	-							PGAL8A_00070000	656		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	178719	179374	-	CRG92996.1			G10 protein, putative			PGAL8A_00070000	444	147	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	184814	189337	+							PGAL8A_00070100	4524		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	184814	189337	+	CRG92997.1			zinc finger protein, putative			PGAL8A_00070100	4524	1507	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	192107	196237	+					MDR1		PGAL8A_00070200	4131		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	192107	196237	+	CRG92998.1			ABC transporter B family member 1, putative	MDR1		PGAL8A_00070200	4131	1376	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	197441	199235	-							PGAL8A_00070300	1795		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	197441	199235	-	CRG92999.1			mitochondrial processing peptidase alpha subunit, putative			PGAL8A_00070300	1602	533	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	200386	203405	+							PGAL8A_00070400	3020		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	200386	203405	+	CRG93000.1			conserved Plasmodium protein, unknown function			PGAL8A_00070400	2850	949	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	203938	204581	-							PGAL8A_00070500	644		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	203938	204581	-	CRG93001.1			conserved Plasmodium protein, unknown function			PGAL8A_00070500	393	130	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	206215	208811	+							PGAL8A_00070600	2597		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	206215	208811	+	CRG93002.1			DnaJ protein, putative			PGAL8A_00070600	1593	530	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	210380	211379	-							PGAL8A_00070700	1000		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	210380	211379	-	CRG93003.1			outer arm dynein lc3, putative			PGAL8A_00070700	345	114	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	211925	213126	+							PGAL8A_00070800	1202		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	211925	213126	+	CRG93004.1			conserved Plasmodium protein, unknown function			PGAL8A_00070800	624	207	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	213787	217906	-							PGAL8A_00070900	4120		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	213787	217906	-	CRG93005.1			conserved Plasmodium protein, unknown function			PGAL8A_00070900	3843	1280	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	220926	222860	+							PGAL8A_00071000	1935		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	220926	222860	+	CRG93006.1			transporter, putative			PGAL8A_00071000	1935	644	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	224263	226113	-							PGAL8A_00071100	1851		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	224263	226113	-	CRG93007.1			conserved Plasmodium protein, unknown function			PGAL8A_00071100	597	198	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	229423	232794	+							PGAL8A_00071200	3372		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	229423	232794	+	CRG93008.1			karyopherin beta, putative			PGAL8A_00071200	3372	1123	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	234550	237494	+							PGAL8A_00071300	2945		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	234550	237494	+	CRG93009.1			conserved Plasmodium protein, unknown function			PGAL8A_00071300	2814	937	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	238088	238790	-							PGAL8A_00071400	703		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	238088	238790	-	CRG93010.1			conserved Plasmodium protein, unknown function			PGAL8A_00071400	462	153	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	240228	241529	-							PGAL8A_00071500	1302		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	240228	241529	-	CRG93011.1			conserved Plasmodium protein, unknown function			PGAL8A_00071500	1302	433	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	243661	244758	-							PGAL8A_00071600	1098		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	243661	244758	-	CRG93012.1			cytosolic preribosomal GTP-binding protein, putative			PGAL8A_00071600	1098	365	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	247000	247368	+							PGAL8A_00071700	369		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	247000	247368	+	CRG93013.1			conserved Plasmodium membrane protein, unknown function			PGAL8A_00071700	369	122	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	248518	249243	+							PGAL8A_00071800	726		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	248518	249243	+	CRG93014.1			50S ribosomal protein L12, apicoplast, putative			PGAL8A_00071800	726	241	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	250141	250458	-					TOM22		PGAL8A_00071900	318		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	250141	250458	-	CRG93015.1			mitochondrial import receptor subunit TOM22, putative	TOM22		PGAL8A_00071900	318	105	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	251860	254419	-							PGAL8A_00072000	2560		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	251860	254419	-	CRG93016.1			ubiquitin fusion degradation protein UFD1, putative			PGAL8A_00072000	1944	647	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	256322	257464	+							PGAL8A_00072100	1143		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	256322	257464	+	CRG93017.1			hypothetical protein			PGAL8A_00072100	1143	380	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	258328	260919	+							PGAL8A_00072200	2592		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	258328	260919	+	CRG93018.1			tRNA-YW synthesizing protein, putative			PGAL8A_00072200	2592	863	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	265545	267044	+							PGAL8A_00072300	1500		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	265545	267044	+	CRG93019.1			zinc finger protein, putative			PGAL8A_00072300	1500	499	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	270013	272034	+							PGAL8A_00072400	2022		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	270013	272034	+	CRG93020.1			acyl-CoA synthetase, putative			PGAL8A_00072400	2022	673	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	273687	278499	+							PGAL8A_00072500	4813		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	273687	278499	+	CRG93021.1			conserved Plasmodium protein, unknown function			PGAL8A_00072500	4491	1496	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	279515	280696	-							PGAL8A_00072600	1182		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	279515	280696	-	CRG93022.1			conserved Plasmodium protein, unknown function			PGAL8A_00072600	1182	393	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	283285	284637	+							PGAL8A_00072700	1353		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	283285	284637	+	CRG93023.1			G-protein coupled receptor, putative			PGAL8A_00072700	1353	450	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	285792	290522	-							PGAL8A_00072800	4731		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	285792	290522	-	CRG93024.1			conserved Plasmodium protein, unknown function			PGAL8A_00072800	4731	1576	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	291261	292467	-							PGAL8A_00072900	1207		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	291261	292467	-	CRG93025.1			RNA methyltransferase, putative			PGAL8A_00072900	1053	350	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	293203	294295	+							PGAL8A_00073000	1093		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	293203	294295	+	CRG93026.1			conserved Plasmodium protein, unknown function			PGAL8A_00073000	396	131	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	295487	296389	+					IMC1g		PGAL8A_00073100	903		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	295487	296389	+	CRG93027.1			inner membrane complex protein 1g, putative	IMC1g		PGAL8A_00073100	903	300	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	297627	299310	+					NEK2		PGAL8A_00073200	1684		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	297627	299310	+	CRG93028.1			NIMA related kinase 2, putative	NEK2		PGAL8A_00073200	879	292	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	299393	301348	-							PGAL8A_00073300	1956		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	299393	301348	-	CRG93029.1			RAP protein, putative			PGAL8A_00073300	1956	651	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	301967	302983	+							PGAL8A_00073400	1017		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	301967	302983	+	CRG93030.1			conserved Plasmodium protein, unknown function			PGAL8A_00073400	1017	338	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	303708	305605	-							PGAL8A_00073500	1898		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	303708	305605	-	CRG93031.1			ADP-ribosylation factor GTPase-activating protein, putative			PGAL8A_00073500	1293	430	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	306958	307926	-							PGAL8A_00073600	969		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	306958	307926	-	CRG93032.1			nucleolar Jumonji domain interacting protein, putative			PGAL8A_00073600	969	322	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	309747	310799	+							PGAL8A_00073700	1053		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	309747	310799	+	CRG93033.1			conserved Plasmodium protein, unknown function			PGAL8A_00073700	1053	350	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	312197	315742	+							PGAL8A_00073800	3546		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	312197	315742	+	CRG93034.1			conserved Plasmodium protein, unknown function			PGAL8A_00073800	3546	1181	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	323874	333773	+							PGAL8A_00073900	9900		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	323874	333773	+	CRG93035.1			conserved Plasmodium protein, unknown function			PGAL8A_00073900	9900	3299	
gene	other	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	340556	344312	+							PGAL8A_v1:repeat:3456150-3459907	3757		
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	345461	347221	-							PGAL8A_00074000	1761		
CDS	with_protein	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	345461	347221	-	CRG93036.1			conserved Plasmodium protein, unknown function			PGAL8A_00074000	1761	586	
gene	protein_coding	GCA_900005855.1	Primary Assembly	unplaced scaffold		CVMV01000004.1	348999	349850	-							PGAL8A_00074100	852		
