# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	87203	88177	-							PF3D7_0101800	975		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	87203	88177	-	CAD48978.1			stevor			PF3D7_0101800	870	289	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	90242	91420	-							PF3D7_0101900	1179		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	90242	91420	-	CAD48979.1			rifin			PF3D7_0101900	1032	343	
gene	pseudogene	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	93113	93875	-							PF3D7_0102000	763		pseudo;pseudogene
CDS	without_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	93113	93875	-							PF3D7_0102000	759		pseudo;pseudogene
gene	pseudogene	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	95050	95899	+							PF3D7_0102100	850		pseudo;pseudogene
CDS	without_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	95050	95899	+							PF3D7_0102100	846		pseudo;pseudogene
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	98819	102282	+							PF3D7_0102200	3464		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	98819	102282	+	CAD48982.1			ring-infected erythrocyte surface antigen			PF3D7_0102200	3258	1085	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	104704	105209	+							PF3D7_0102300	506		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	104704	105209	+	CAD48983.1			Plasmodium exported protein, unknown function			PF3D7_0102300	354	117	
gene	pseudogene	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	107197	108348	-							PF3D7_0102400	1152		pseudo;pseudogene
CDS	without_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	107197	108348	-							PF3D7_0102400	1152		pseudo;pseudogene
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	110750	115799	-							PF3D7_0102500	5050		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	110750	115799	-	CAD48985.1			erythrocyte binding antigen-181			PF3D7_0102500	4704	1567	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	119041	121249	-							PF3D7_0102600	2209		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	119041	121249	-	CAX51182.1			serine/threonine protein kinase, FIKK family			PF3D7_0102600	1893	630	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	124517	125484	+							PF3D7_0102700	968		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	124517	125484	+	CAD48987.1			merozoite-associated tryptophan-rich antigen			PF3D7_0102700	831	276	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	126318	128141	-							PF3D7_0102800	1824		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	126318	128141	-	CAD48988.2			seipin domain-containing protein, putative			PF3D7_0102800	1824	607	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	128960	130840	-							PF3D7_0102900	1881		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	128960	130840	-	CAD48989.1			aspartate--tRNA ligase			PF3D7_0102900	1881	626	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	132086	133624	-							PF3D7_0103000	1539		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	132086	133624	-	CAX51183.1			vacuolar protein sorting-associated protein VTA1, putative			PF3D7_0103000	780	259	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	134353	139257	-							PF3D7_0103100	4905		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	134353	139257	-	CAD48991.1			vacuolar protein sorting-associated protein 51, putative			PF3D7_0103100	4905	1634	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	140662	142219	-							PF3D7_0103200	1558		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	140662	142219	-	CAD48992.1			nucleoside transporter 4			PF3D7_0103200	1305	434	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	143640	146396	-							PF3D7_0103300	2757		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	143640	146396	-	CAX51184.1			conserved protein, unknown function			PF3D7_0103300	2757	918	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	147915	152777	-							PF3D7_0103400	4863		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	147915	152777	-	CAD48994.2			zinc-carboxypeptidase, putative			PF3D7_0103400	4863	1620	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	154176	160426	+							PF3D7_0103500	6251		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	154176	160426	+	CAX51185.2			conserved Plasmodium protein, unknown function			PF3D7_0103500	5472	1823	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	161131	166229	+							PF3D7_0103600	5099		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	161131	166229	+	CAD48996.2			ATP-dependent RNA helicase, putative			PF3D7_0103600	4605	1534	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	166513	168687	+							PF3D7_0103700	2175		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	166513	168687	+	CAD48997.2			L-seryl-tRNA(Sec) kinase, putative			PF3D7_0103700	1608	535	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	169079	171273	-							PF3D7_0103800	2195		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	169079	171273	-	CAD48998.1			actin-related protein			PF3D7_0103800	1143	380	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	172864	174591	+							PF3D7_0103900	1728		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	172864	174591	+	CAD48999.1			parasite-infected erythrocyte surface protein			PF3D7_0103900	1728	575	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	175609	176376	+							PF3D7_0104000	768		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	175609	176376	+	CAD49000.1			thrombospondin-related sporozoite protein			PF3D7_0104000	492	163	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	178087	180790	+							PF3D7_0104100	2704		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	178087	180790	+	CAD49001.1			conserved Plasmodium membrane protein, unknown function			PF3D7_0104100	2376	791	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	182822	184222	-							PF3D7_0104200	1401		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	182822	184222	-	CAD49002.1			StAR-related lipid transfer protein			PF3D7_0104200	1401	466	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	190269	201230	+							PF3D7_0104300	10962		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	190269	201230	+	CAD49004.3			ubiquitin carboxyl-terminal hydrolase 1, putative			PF3D7_0104300	10500	3499	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	202536	204143	+							PF3D7_0104400	1608		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	202536	204143	+	CAD49005.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase			PF3D7_0104400	1608	535	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	204622	205455	-							PF3D7_0104500	834		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	204622	205455	-	CAD49006.2			conserved protein, unknown function			PF3D7_0104500	834	277	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	206170	210189	+							PF3D7_0104600	4020		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	206170	210189	+	CAX51186.1			conserved Plasmodium protein, unknown function			PF3D7_0104600	4020	1339	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	210870	213005	+							PF3D7_0104700	2136		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	210870	213005	+	CAD49008.2			major facilitator superfamily-related transporter, putative			PF3D7_0104700	2136	711	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	215776	217509	+							PF3D7_0104800	1734		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	215776	217509	+	CAD49009.1			novel putative transporter 1, putative			PF3D7_0104800	1734	577	
gene	ncRNA	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	218517	218824	-							PF3D7_0104900	308		
ncRNA	other	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	218517	218824	-				RNase MRP			PF3D7_0104900	308		
gene	ncRNA	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	218894	219223	-							PF3D7_0105000	330		
ncRNA	other	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	218894	219223	-							PF3D7_0105000	330		
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	221202	221633	+							PF3D7_0105100	432		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	221202	221633	+	CAD49010.1			conserved Apicomplexan protein, unknown function			PF3D7_0105100	432	143	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	222254	223960	-							PF3D7_0105200	1707		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	222254	223960	-	CAD49011.1			heptatricopeptide repeat and RAP domain-containing protein, putative			PF3D7_0105200	1707	568	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	225110	225779	-							PF3D7_0105300	670		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	225110	225779	-	CAD49012.1			cyclase-associated protein			PF3D7_0105300	489	162	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	226681	227285	-							PF3D7_0105400.2	402		
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	226681	227285	-							PF3D7_0105400.1	423		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	226681	227285	-	CZT62481.1			conserved Plasmodium protein, unknown function			PF3D7_0105400.2	402	133	
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	226681	227285	-	CAD49013.1			conserved Plasmodium protein, unknown function			PF3D7_0105400.1	423	140	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	228485	229519	-							PF3D7_0105500	1035		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	228485	229519	-	CAD49014.1			conserved protein, unknown function			PF3D7_0105500	1035	344	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	230289	234402	-							PF3D7_0105600	4114		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	230289	234402	-	CAD49015.1			conserved Plasmodium protein, unknown function			PF3D7_0105600	3675	1224	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	238666	247857	+							PF3D7_0105700	9192		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	238666	247857	+	CAD49016.1			asparagine-rich antigen Pfa35-2			PF3D7_0105700	9192	3063	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	249231	252010	-							PF3D7_0105800	2780		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	249231	252010	-	CAD49017.1			cyclin-dependent kinases regulatory subunit, putative			PF3D7_0105800	2499	832	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	253584	254930	+							PF3D7_0105900	1347		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	253584	254930	+	CAD49018.2			3'-5' exonuclease, putative			PF3D7_0105900	1347	448	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	255775	258543	-							PF3D7_0106000	2769		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	255775	258543	-	CAX51187.1			conserved protein, unknown function			PF3D7_0106000	2769	922	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	260658	261809	-							PF3D7_0106100	1152		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	260658	261809	-	CAD49020.1			V-type proton ATPase subunit C, putative			PF3D7_0106100	1152	383	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	263340	264223	-							PF3D7_0106200	884		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	263340	264223	-	CAX51188.1			EF hand domain-containing protein, putative			PF3D7_0106200	648	215	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	265208	269173	-							PF3D7_0106300	3966		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	265208	269173	-	CAD49022.1			calcium-transporting ATPase			PF3D7_0106300	3687	1228	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	272454	273404	+							PF3D7_0106400	951		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	272454	273404	+	CAD49023.1			pre-rRNA-processing protein TSR2, putative			PF3D7_0106400	471	156	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	274315	278550	+							PF3D7_0106500	4236		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	274315	278550	+	CAD49024.2			conserved Plasmodium protein, unknown function			PF3D7_0106500	4236	1411	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	279115	280014	+							PF3D7_0106600	900		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	279115	280014	+	CAD49025.1			conserved Plasmodium protein, unknown function			PF3D7_0106600	900	299	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	281155	285459	+							PF3D7_0106700	4305		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	281155	285459	+	CAD49026.1			small ribosomal subunit assembling AARP2 protein			PF3D7_0106700	4305	1434	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	286951	288918	+							PF3D7_0106800	1968		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	286951	288918	+	CAD49027.2			ras-related protein Rab-5C			PF3D7_0106800	645	214	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	290386	292590	+							PF3D7_0106900	2205		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	290386	292590	+	CAD49028.2			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative			PF3D7_0106900	2205	734	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	293642	294968	+							PF3D7_0107000.1	1327		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	293642	294968	+	CAD49029.1			centrin-1			PF3D7_0107000.1	507	168	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	295300	296931	-							PF3D7_0107100	1632		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	295300	296931	-	CAD49030.1			conserved protein, unknown function			PF3D7_0107100	1632	543	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	297362	299397	+							PF3D7_0107200	2036		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	297362	299397	+	CAX51189.2			CCR4 domain-containing protein 3, putative			PF3D7_0107200	1014	337	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	299562	300868	-							PF3D7_0107300	1307		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	299562	300868	-	CAD49032.1			conserved Plasmodium protein, unknown function			PF3D7_0107300	1200	399	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	302937	303398	+							PF3D7_0107400	462		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	302937	303398	+	CAD49034.1			ATP synthase-associated protein, putative			PF3D7_0107400	462	153	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	304362	309257	-							PF3D7_0107500	4896		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	304362	309257	-	CAD49035.1			Niemann-Pick type C1-related protein			PF3D7_0107500	4413	1470	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	314618	319405	+							PF3D7_0107600	4788		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	314618	319405	+	CAD49036.2			eukaryotic translation initiation factor 2-alpha kinase 2, putative			PF3D7_0107600	4788	1595	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	320168	321508	+							PF3D7_0107700	1341		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	320168	321508	+	CAX51190.1			dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative			PF3D7_0107700	1341	446	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	322371	326072	+							PF3D7_0107800	3702		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	322371	326072	+	CZT62482.1			double-strand break repair protein MRE11			PF3D7_0107800	3702	1233	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	326397	327224	-							PF3D7_0107900	828		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	326397	327224	-	CAD49039.2			conserved Plasmodium protein, unknown function			PF3D7_0107900	828	275	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	328431	329558	-							PF3D7_0108000	1128		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	328431	329558	-	CAD49040.2			proteasome subunit beta type-3, putative			PF3D7_0108000	657	218	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	330738	332708	+							PF3D7_0108100	1971		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	330738	332708	+	CAD49041.1			conserved protein, unknown function			PF3D7_0108100	1971	656	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	337168	343833	+							PF3D7_0108300	6666		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	337168	343833	+	CAD49042.2			conserved Plasmodium protein, unknown function			PF3D7_0108300	6666	2221	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	344400	346540	-							PF3D7_0108400.1	1255		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	344400	346540	-	CAX51191.1			mitochondrial carrier protein, putative			PF3D7_0108400.1	993	330	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	345206	346540	-							PF3D7_0108400.2	525		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	345206	346540	-	CZT62483.1			mitochondrial carrier protein, putative			PF3D7_0108400.2	525	174	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	349170	349709	+							PF3D7_0108500	540		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	349170	349709	+	CAD49044.1			conserved Plasmodium protein, unknown function			PF3D7_0108500	540	179	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	349995	351626	-							PF3D7_0108600	1632		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	349995	351626	-	CAD49045.2			conserved protein, unknown function			PF3D7_0108600	921	306	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	352314	356211	-							PF3D7_0108700	3898		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	352314	356211	-	CAD49046.2			secreted ookinete protein, putative			PF3D7_0108700	3459	1152	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	357834	360339	+							PF3D7_0108800	2506		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	357834	360339	+	CAD49047.1			mitochondrial carrier protein, putative			PF3D7_0108800	1083	360	
gene	ncRNA	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	361987	362586	-							PF3D7_0108900	600		
ncRNA	other	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	361987	362586	-							PF3D7_0108900	600		
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	363318	363992	+							PF3D7_0109000	675		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	363318	363992	+	CAD49048.1			photosensitized INA-labeled protein PHIL1			PF3D7_0109000	675	224	
gene	protein_coding	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	365610	368795	+							PF3D7_0109100	3186		
CDS	with_protein	GCA_000002765.3	Primary Assembly	chromosome	1	AL844501.2	365610	368795	+	CAD49049.1			LCCL domain-containing protein			PF3D7_0109100	3090	1029	
